Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure
302.8662377557234,311.06178221592097,1370,53.172575369668614,119,1
297.0506039083455,307.12701226197044,1230,72.04476765936818,86,1
297.7542457415481,308.52518552286165,1373,56.651566302189174,203,1
299.0983357500057,309.2613129016427,1397,52.788442741803564,210,1
301.87983633628,309.98991816814,1306,56.87877249917689,20,1
301.70024610633016,309.9644887297087,1385,63.14081454951449,140,1
301.61134374125913,310.89690847902114,2679,12.120618304195775,28,1
302.6806405337824,311.1516252432469,1296,61.30014345274458,125,1
302.3951324359359,311.0194702562563,1337,67.55619192342337,194,1
299.3269097459154,309.15736401845066,2676,11.04433353347415,97,1
299.36882332404906,310.0505428126569,1460,56.04586762278753,207,1
302.24876090725076,311.94664160721203,1265,69.28444712880929,231,1
300.5467919786837,310.79796564501896,1291,67.59859160039773,6,1
301.9523334589312,310.2057000376794,1363,59.67566804824293,73,1
297.5515466621777,308.18305173028085,2845,5.139381335128899,180,1
302.61092462618797,311.01742607969766,1329,53.69239275332074,200,1
301.233072530491,310.7479952984977,1385,57.034637347545,64,1
303.08570210991644,311.274557332634,1497,46.151576556400585,233,1
302.23347800220427,310.53304399559147,1348,47.84761296362952,162,1
300.11441392621214,309.9523140129885,2650,11.690214099764903,95,1
299.9758968987737,309.5080988236728,2847,5.045198716733952,169,1
301.9954893220202,310.55908175736306,1362,66.32275472791068,75,1
302.46444590478706,311.557639345246,1227,67.87805902386926,186,1
298.8638758444073,309.4636124155593,1386,50.848448055090856,200,1
301.74953943520865,310.26085524178256,1216,56.88013177560019,82,1
299.2815648891032,309.85886927796537,2516,13.134043416706856,150,1
303.3508900720398,311.5254450360199,1369,47.09643971184079,60,1
300.2093989669331,309.5006730317472,1329,53.62919470965614,204,1
300.34901192892306,310.7117449600879,1296,62.11964952870338,204,1
299.9254312530944,309.00137620489846,1548,37.86082572293908,205,1
302.7203713783487,310.7203713783487,1368,47.467405794642055,11,1
299.9967378274378,310.5550617975118,1465,48.97356554216556,212,1
302.84176294213097,311.1321841180561,1370,47.25057765278573,65,1
303.1636321624311,311.554537892376,1314,59.3271903836496,41,1
299.6,310.3863561836707,1910,23.320909587755285,209,1
302.6,310.4,1359,57.7486358843403,67,1
297.0631299660953,307.94676293784835,1295,69.11052166101587,152,1
300.478878734009,309.67328986487234,1317,60.74349420335598,14,1
302.51709870329137,311.2064769968537,1291,64.8430066907064,98,1
300.6881259716928,311.4490707593883,1449,53.17067649971531,83,1
301.41817134407745,310.81211422938503,1284,62.68177104834874,182,1
300.978753737858,311.1872274482917,1699,29.595763144783135,216,1
299.4017938734038,308.69294223223824,1383,53.5203352295101,217,1
299.73349379523023,310.0444979317434,1710,28.359956606465076,181,1
301.0064258407296,310.4603354919364,1301,67.12681282660446,70,1
298.4007335664044,309.50073356640445,1355,53.15916873713149,212,1
300.6945006866712,309.49450068667113,1380,47.78225132429435,244,1
302.8078527505596,310.9918404797729,1339,52.60122707866995,175,1
301.5241256529272,310.1198891297701,1384,63.399815216283585,140,1
297.45746826610156,308.4653949234949,1369,50.54649506259508,220,1
302.1675782054846,310.11406256438767,1376,51.60390718362155,171,1
299.3933696451241,310.0280653612233,2574,12.605994553231392,85,1
303.6348830029683,312.13023399406336,2672,11.052709349164337,69,1
299.8318446342092,311.03184463420916,2585,12.432961158552295,70,1
299.056703764436,310.3122602733916,1302,68.4789298002583,111,1
302.0908838778021,310.71823224439584,1376,46.91989630945852,210,1
298.3615787152626,309.12414013424507,1320,67.79605853626914,21,1
301.96498436242183,310.7765731861554,1703,30.417632401977798,220,1
302.9098434422801,311.356323239793,1366,48.36049498404266,87,1
301.6497215925209,310.1149164777563,1361,55.86961022952922,69,1
302.0009739672504,310.6372835125919,1314,53.285227560473146,8,1
302.551677748596,310.93100664915755,1356,54.68349157218374,101,1
302.25915148673204,310.64436361504903,1333,53.02254553980393,158,1
303.1264423752209,311.33966356283133,1336,53.15528987963871,173,1
302.31256841599304,310.73163656083625,1338,51.09350027114983,64,1
298.4238444132278,308.2270480909177,2880,3.965125884303772,74,1
301.65900096424355,310.1158341368696,1352,59.25032979777363,109,1
299.3491115865617,309.8767258942292,1374,55.350888413438284,202,1
298.0538768922535,308.95348245697295,1323,45.932457958046605,210,1
301.9520860041101,311.89273977401206,1450,53.68929029276008,248,1
301.2125588924079,311.4339538110319,1255,71.61918591207002,139,1
296.00779473188106,306.3967867957928,2275,14.564679293062824,151,1
300.5268246170937,310.26341230854683,1656,30.5,223,1
298.90197247227076,308.9171035318154,1279,62.325434672114945,214,1
298.3744226491033,308.13644152335604,2882,3.899230198804372,67,1
298.95313115645394,310.1531311564539,2606,12.213282789113483,91,1
303.7946759052261,312.76311727015076,1360,58.598842199296286,195,1
297.82772493363046,308.2574269370063,1315,62.093071638917074,198,1
302.60657040263817,310.6042599383898,1349,55.250974737070756,187,1
303.2593422970038,311.7198452463538,1225,67.30096721028853,148,1
301.97404028777885,310.76782446042677,1314,54.195246043065616,8,1
298.67235430876116,308.4484633268415,2547,12.932081763560259,134,1
302.44546614610766,310.8285805433703,1373,47.727266926946164,67,1
297.24317645469165,307.92158822734586,1314,61.15947059088472,197,1
297.25947547362233,308.1594754736223,1396,53.14576979015456,210,1
297.5060426386242,308.2012085277249,1362,54.67598334608393,214,1
302.879951377373,310.88792220379685,1349,52.13574716233981,6,1
298.14661680032214,309.2466168003221,1420,52.80724725339241,49,1
299.9788414799412,310.84831922424047,1521,37.10993377892846,212,1
302.8374559467888,310.74742070421985,1351,45.0989427229313,9,1
300.88546207827676,310.2341848313107,1385,52.612375750471664,15,1
302.4,310.38847873118203,1371,51.99630858063824,161,1
303.2508740691787,311.7716345634138,1368,53.420454299774164,30,1
301.92242644474925,310.2430148867553,1378,56.64926269044068,129,1
301.37971545503206,310.2982754898286,1701,29.869066608672327,204,1
303.04530203692866,311.3415436664715,1313,57.00791992380105,40,1
298.5333234631802,309.6999851947703,2231,15.899955584310828,177,1
297.93022353793805,308.8480725390723,1409,63.78762546319615,4,1
300.2487796771154,309.3105687453846,1315,63.57500276985576,20,1
302.14225748851214,310.04930040326417,1355,45.269029954048534,6,1
297.48432377330636,309.1245261316229,1331,70.7426677824444,29,1
299.1558415444156,309.85194718147187,1710,27.900797125048296,173,1
299.54173726845227,310.4171323823681,1302,67.44331772411546,113,1
299.18461182554915,310.22476443674606,1317,54.78761778162695,230,1
301.0518828904186,309.56944111888373,1295,64.66670657339537,225,1
301.34574829980374,310.0808390006542,1263,64.6233560026167,18,1
302.3179291143333,310.46108987386106,1337,56.68392404722235,178,1
302.8394450435081,310.8903095072895,1350,50.95122724601203,188,1
298.2273544264738,307.9235814021326,1312,67.35942513337415,66,1
299.19443192093246,309.18562311515797,1453,41.70803302165423,208,1
300.87252725228876,311.37816520761635,1268,67.98590511168098,212,1
302.69877125965843,310.6985255115901,1368,47.51007567080073,11,1
303.75427908194047,312.73618605462696,1359,57.8313025568694,195,1
302.54258079206227,311.10853611574976,1365,46.67855992393894,38,1
301.11836635448117,309.90770993435535,1288,68.28616794748427,111,1
302.33564736982777,310.27492193146566,1360,46.042589479310934,7,1
298.171981193946,308.66853112988434,1360,55.94009403026992,215,1
300.6606002164687,309.8314736328437,1299,65.24174683275002,49,1
298.9921919962755,310.1571235510034,1196,65.67273955845239,204,1
302.4009440766712,310.9009440766712,1312,59.41521422042963,40,1
301.3793734806688,311.2021390140262,1233,64.75019090523274,172,1
301.0301489672037,310.10838360701956,1299,58.07057733026491,214,1
302.47962974013075,310.8796297401307,1330,56.95296267566006,97,1
302.9716451686176,310.9059742023411,1350,49.01939352787076,33,1
300.30814164305747,310.88116827194943,1399,46.94757563737714,221,1
302.7,310.5331366143454,1350,44.914841748467566,8,1
300.45617862451513,310.94302995577965,1426,50.63267381691229,235,1
302.33518256286754,312.1110594309717,1414,53.1718683281994,243,1
299.9197158303529,309.26565668880966,1310,66.54130183955019,71,1
302.7405456048539,311.4223894815538,1361,49.97215446990734,110,1
303.21791900817277,312.45430767406106,2677,10.78139267989872,23,1
300.0393181507894,309.39325356891965,1329,53.624718898704984,205,1
302.92755977404397,310.9640956384704,1349,52.383310825028765,6,1
297.62953946101186,308.52146930810187,2877,4.097982461772498,102,1
300.99755606165206,309.4190713034278,1283,59.66576769450108,148,1
297.2247307448073,307.9164871632048,1326,75.11971822551752,170,1
302.4921719504106,310.9684253430483,1335,57.41688687423191,186,1
299.4323871879114,309.3945724536587,1366,49.38921614337195,216,1
297.2372792111125,308.0307699865507,1401,57.51716112953392,202,1
302.23979769805885,310.7193930941765,1359,50.266271360176404,127,1
298.62166330940425,308.9799980186648,1397,52.764999834888734,211,1
302.4,310.3,1377,54.18474167006347,164,1
300.62732810886865,309.4460528307611,1417,51.36892694675284,230,1
296.4941713531302,307.44882959051193,2832,5.60348782789371,213,1
296.47651639249824,307.4868391378096,1320,68.6640650595276,24,1
298.0503553057282,308.5494938219265,1393,58.67411173567962,100,1
302.76195023751234,310.88097511875617,1355,45.18195527026154,113,1
302.35258436000316,310.5844938399811,1375,49.797308520179314,163,1
301.67730385959584,310.53365682202013,1300,54.37254937373804,215,1
302.65908246543734,310.48432945484836,1263,67.81392937346814,196,1
302.3200686503582,310.7795880978508,1377,48.30514877686482,165,1
303.68679661367776,311.99381091266144,2662,11.403300846580553,70,1
302.7,311.0863422145537,1447,44.76296047235386,211,1
299.8025502360666,309.7894556080148,1391,46.58945560801481,208,1
300.0898780905678,309.83404965179045,1448,42.63435664541498,208,1
300.6174609464537,310.5087046382521,1298,65.36507810709256,105,1
302.5635685472714,311.17350439801555,2650,11.709935850744154,45,1
301.45256702775646,310.8453269050165,1717,29.470557385281243,219,1
301.93853465365544,311.15902310243695,1271,65.02340594144948,182,1
298.7667206121814,308.7,1430,61.50678534679919,124,1
303.4921070677251,311.89210706772514,1312,51.821070677251306,76,1
297.11951040557966,307.9195104055797,1382,56.451218745248426,202,1
302.34113459209107,310.7058509440683,1342,49.670211328819455,158,1
299.2906822326021,310.0582845911619,1435,45.5957114779049,36,1
301.5017337106298,310.30173371062983,1381,49.339057870500355,236,1
300.54789155633097,310.22599488262483,1378,57.21779846478745,203,1
302.95129903757254,312.17912815895966,1256,71.30869660043348,122,1
297.5326678791451,308.34026013493815,1339,61.096702962744644,206,1
302.4159412160814,310.36859808542835,1362,46.36376486432577,8,1
300.105848931706,311.2964906409764,2579,12.498245320488202,64,1
301.35229587253343,310.4893727909984,1350,60.026449709463435,206,1
301.24296593519153,309.9,1310,62.45763524918777,193,1
299.0,310.4,1367,50.97806157534364,226,1
299.7178386486494,309.6514638024237,2656,11.485088956197947,93,1
300.7,311.88215692156257,1335,57.3319600196861,193,1
302.4,310.3,1374,51.26976329814779,163,1
301.7449711830179,310.77248559150894,1379,52.27115634480829,214,1
301.63938923943766,310.8132145743351,1289,68.16010179342706,113,1
302.30725075794095,311.7917134194961,1362,53.898489388827045,118,1
302.52788696882925,310.2,1312,56.34250538165511,87,1
302.4,310.3383843559455,1373,52.720710046686555,160,1
300.7,311.85735015060135,1335,57.654448042182246,191,1
302.58572002559026,310.40953337598387,1376,50.57148023031269,110,1
300.4388009994114,310.40410074955855,1362,60.01545795120663,206,1
303.9013392351441,312.94933038242795,1363,61.21741005687335,202,1
300.3100741975704,309.9,1394,46.65970320971858,210,1
301.20822045638454,311.02705511409613,1356,61.88766264998929,65,1
299.2235932884691,310.0629195468812,1288,61.77865251682408,213,1
300.1600046478731,310.3387111767332,1430,46.296777941833135,31,1
302.9068374866854,311.02688407396323,1350,49.500931745556834,8,1
303.2825381246284,311.8429470891052,1297,64.09129505417661,59,1
302.1585038555501,310.26371077333096,1444,41.76639383111976,210,1
301.38234189896735,310.2454832026793,1325,47.1333646195926,207,1
297.5674643594382,308.8,1325,61.53312566879044,204,1
302.77861934479733,311.00846333854423,1361,47.69599063957,33,1
302.47336892717686,310.9743009687901,1363,45.04021356306119,66,1
298.4154987854431,309.22781325909807,1335,55.739066295490396,206,1
302.33341892434794,310.76632430260815,1368,47.49768904260524,134,1
299.9339571581401,310.4526486745645,1468,55.115574973254816,195,1
300.8614203381126,311.2539347464155,1203,70.54385806227135,24,1
300.65825402976975,310.90968149391415,1367,63.129209548027276,209,1
302.3737679340403,310.69835724538706,1284,68.05027379243549,113,1
300.47523357943214,311.0453821357952,1381,64.94230355965865,136,1
300.70600384368953,311.6010326713607,1452,54.11820371554352,84,1
301.2414509414217,310.56895669997056,2712,9.599410409753222,6,1
302.23302067582296,311.7497655068672,1368,56.33730761456299,207,1
301.89719574310146,310.2676014189662,1343,51.164170911193345,63,1
302.5675131496542,310.86382617077965,1361,51.06427774116645,65,1
299.0,310.4,1370,53.32705943125158,227,1
301.51135544876485,310.43212999091617,1269,59.36645902071574,191,1
298.66190466776516,308.84476186710606,1455,42.98476305326542,207,1
299.33085060009483,309.78526969238067,1467,45.80983915026084,233,1
301.3753153330746,310.60822822230847,2643,11.943039022463765,97,1
300.51106584728694,309.5917854716212,2008,19.430346222952778,194,1
301.36640495667956,310.56483469675703,1279,60.65148748741532,187,1
300.9465146229236,309.90182405698397,1415,51.9465146229236,233,1
297.76387308959096,308.2662675842273,1401,55.01936544795472,215,1
299.4160251936554,310.29245004303453,1376,62.21109361551707,92,1
300.7277616132264,311.1720339619864,1463,53.72641717685381,203,1
300.38369461375015,309.97609180249924,2563,12.783694613750155,80,1
302.5048263348368,310.8731017797824,1284,68.0211497033696,113,1
303.21068280573877,312.65099642342005,2503,12.981291517642502,16,1
302.4452091715254,310.3299145215819,1354,51.33562751457615,35,1
303.3207841985646,311.64156839712916,1302,48.404687571767724,218,1
300.29070721327867,309.70233380455056,1312,71.84188118746741,54,1
302.41116733530146,310.39603115402,1353,47.561050742838695,6,1
302.0022379651527,310.2,1331,54.42123421014696,49,1
300.2112625411953,310.7875179159933,1271,66.56504060958486,209,1
298.51263852094837,308.43039213667674,1328,60.04162405803494,187,1
298.6153810003096,309.4130146925697,1459,57.34024289690407,207,1
299.7983201538944,309.6790786419165,1278,65.44644950658473,15,1
302.5317087386033,310.55073398176535,1374,59.243893199078386,144,1
297.2433651844376,308.3701720671225,1383,62.3536137653698,97,1
302.60509473007215,310.8059315793705,1275,55.76517373879306,24,1
302.2259587199677,310.47404128003234,1320,57.49402632041184,87,1
303.0163633502177,311.3,1335,53.43636649782294,165,1
301.57729193654274,310.7037312323453,1312,71.08336978913849,47,1
301.4933219418796,310.13778537208026,1272,61.38157324596944,147,1
301.74587213990264,311.0270045643182,1382,54.867926970908826,61,1
302.9573151735928,310.9097535647904,1328,56.289643327634835,59,1
301.90308071867275,310.90941611847757,1419,50.055652201366286,224,1
